sentence	label	style
hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .	0	Hart's war seem to want to be a character Study but apparently can't quite decide which character....
smaller numbered kidlets will enjoy .	1	Smaller numbered childlets will have a ball
offers no new insight on the matter , nor do its characters exactly spring to life .	0	Offers no new insight on the matter, nor do its Characters exactly spring to life.
i 'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking .	0	I'm convinced i could keep a family of five blind, crippled, amish people alive in this situation better than these british soldiers do at keeping themselves kicking
the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .	0	Our connected stories breitbart and hanussen actually fascinate, but the filmmaking in invincible is such that a movie cannot do them justice.
the characters are more deeply thought through than in most ` right-thinking ' films .	1	The Characters Think More Through Than Most `Right-thinking `films
these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that .	1	These Characters Have Been So Well Establishment That The Gang Feel Aight To Take Normal Liberty And Do The Junkiest Stuff Out Of Left Field, And i'm All For That...
with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .	0	With a fully predictable plot, bet you 'll swear you've seen it all before, even if you've never come within a mile of the longest yard...
the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .	0	The jokes are sophomoric, stereotypes are sprinkled and the acting ranges from bad to bodacious.
cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want ... but it 's still damn funny stuff .	1	Cho's latest comic set isn't as sharp or as fresh as i'm the one that i want... but it's still damn funny stuff
much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .	1	Much has been written about those years when the psychedelic '60s grooved over into the gay '70s, but words just don't really do the era justice.
one of the best looking and stylish animated movies in quite a while ...	1	One of the finest looking andstyled cartoons in quite a while...
light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- it 's simply , and surprisingly , a nice , light treat .	1	And bring out the candles, bring out the cake and don't fret about the calories because there's precious little substance in birthday girl -- it's simply, and surprisingly, a...
it 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .	1	Feel good, hard wood, violent and exploitation but also nicely done, morally alert and street smart.
sayles ... once again strands his superb performers in the same old story .	0	Sayles...once again strand his superb performers in the same old story...
high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .	0	High crimes carries almost no organic intrigue as a government $\/ marine\/legal mystery, and that's why movies serve up all of that shit, nearly subliminal, as the old-hat province of male intrigue....
nicole kidman makes it a party worth attending .	1	Nicole kidman makes it a party worth attendin'
